Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1317","spr1214","VBIStrPne107296_1317","PATRIC.171101.6.NC_003098.CDS.1208515.1209774.rev","PATRIC","CDS",1208515,1209774,1260,"-","FIG00138090","PLF_1301_00035549","PGF_02565259","NP_358807.2",419,"trzA","Methylthioadenosine deaminase (EC 3.5.4.31)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1318",,"VBIStrPne107296_1318","PATRIC.171101.6.NC_003098.CDS.1209842.1210009.fwd","PATRIC","CDS",1209842,1210009,168,"+","FIG01397001","PLF_1301_00032034","PGF_03497629",,55,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1319","spr1215","VBIStrPne107296_1319","PATRIC.171101.6.NC_003098.CDS.1210076.1211827.rev","PATRIC","CDS",1210076,1211827,1752,"-","FIG01315307","PLF_1301_00034805","PGF_08128839","NP_358808.1",583,"ABC-N/P","Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.132","spr0113","VBIStrPne107296_0132","PATRIC.171101.6.NC_003098.CDS.121084.122142.fwd","PATRIC","CDS",121084,122142,1059,"+","FIG01114069","PLF_1301_00001684","PGF_03496147","NP_357707.1",352,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1320","spr1216","VBIStrPne107296_1320","PATRIC.171101.6.NC_003098.CDS.1211829.1213553.rev","PATRIC","CDS",1211829,1213553,1725,"-","FIG01315307","PLF_1301_00067623","PGF_10540665","NP_358809.1",574,"ABC-N/P","Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1321","spr1217","VBIStrPne107296_1321","PATRIC.171101.6.NC_003098.CDS.1213611.1214549.rev","PATRIC","CDS",1213611,1214549,939,"-","FIG00008360","PLF_1301_00000979","PGF_00030662","NP_358810.1",312,"msrA","Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11) / Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)","GO:0008113|peptide-methionine (S)-S-oxide reductase activity;GO:0033743|peptide-methionine (R)-S-oxide reductase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1322",,"VBIStrPne107296_1322","PATRIC.171101.6.NC_003098.CDS.1214578.1214829.rev","PATRIC","CDS",1214578,1214829,252,"-","FIG01335776","PLF_1301_00021477","PGF_03497629",,83,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1323","spr1218","VBIStrPne107296_1323","PATRIC.171101.6.NC_003098.CDS.1214845.1215714.rev","PATRIC","CDS",1214845,1215714,870,"-","FIG00000582","PLF_1301_00000525","PGF_00012356","NP_358811.1",289,"thrB","Homoserine kinase (EC 2.7.1.39)","GO:0004413|homoserine kinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1324","spr1219","VBIStrPne107296_1324","PATRIC.171101.6.NC_003098.CDS.1215716.1217002.rev","PATRIC","CDS",1215716,1217002,1287,"-","FIG00000434","PLF_1301_00000656","PGF_00492707","NP_358812.2",428,"hom","Homoserine dehydrogenase (EC 1.1.1.3)","GO:0004412|homoserine dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1325","spr1220","VBIStrPne107296_1325","PATRIC.171101.6.NC_003098.CDS.1217153.1217890.rev","PATRIC","CDS",1217153,1217890,738,"-","FIG00005813","PLF_1301_00001018","PGF_00025409","NP_358813.1",245,"mecA","ClpCP protease substrate adapter protein MecA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.13","spr0012","VBIStrPne107296_0013","PATRIC.171101.6.NC_003098.CDS.12174.14132.fwd","PATRIC","CDS",12174,14132,1959,"+","FIG00018369","PLF_1301_00060825","PGF_06275407","NP_357606.1",652,"ftsH","Cell division-associated, ATP-dependent zinc metalloprotease FtsH",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1326","spr1221","VBIStrPne107296_1326","PATRIC.171101.6.NC_003098.CDS.1218032.1219066.rev","PATRIC","CDS",1218032,1219066,1035,"-","FIG00046874","PLF_1301_00001594","PGF_02446747","NP_358814.1",344,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1327","spr1222","VBIStrPne107296_1327","PATRIC.171101.6.NC_003098.CDS.1219095.1220528.rev","PATRIC","CDS",1219095,1220528,1434,"-","FIG00039112","PLF_1301_00001521","PGF_00045672","NP_358815.1",477,,"Putative uncharacterized protein in cluster with two glycosyl transferases",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1328","spr1223","VBIStrPne107296_1328","PATRIC.171101.6.NC_003098.CDS.1220544.1221530.rev","PATRIC","CDS",1220544,1221530,987,"-","FIG00003788","PLF_1301_00001526","PGF_00009518","NP_358816.1",328,"cps23FU","Glycosyl transferase, group 2 family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1329","spr1224","VBIStrPne107296_1329","PATRIC.171101.6.NC_003098.CDS.1221532.1222632.rev","PATRIC","CDS",1221532,1222632,1101,"-","FIG00009775","PLF_1301_00001480","PGF_00009451","NP_358817.1",366,,"Glycosyl transferase, group 1 family protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1330","spr1225","VBIStrPne107296_1330","PATRIC.171101.6.NC_003098.CDS.1222625.1223470.rev","PATRIC","CDS",1222625,1223470,846,"-","FIG00147670","PLF_1301_00001349","PGF_00017234","NP_358818.1",281,"licD1","Lipopolysaccharide cholinephosphotransferase LicD3 (EC 2.7.8.-)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1331",,"VBIStrPne107296_1331","PATRIC.171101.6.NC_003098.CDS.1223521.1223631.rev","PATRIC","CDS",1223521,1223631,111,"-","FIG00638284","PLF_1301_00009152","PGF_10562182",,36,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1332","spr1226","VBIStrPne107296_1332","PATRIC.171101.6.NC_003098.CDS.1223749.1225023.rev","PATRIC","CDS",1223749,1225023,1275,"-","FIG00005131","PLF_1301_00001178","PGF_00417150","NP_358819.1",424,,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F1",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.133","spr0114","VBIStrPne107296_0133","PATRIC.171101.6.NC_003098.CDS.122456.123433.fwd","PATRIC","CDS",122456,123433,978,"+","FIG01114915","PLF_1301_00001717","PGF_03496181","NP_357708.1",325,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1333","spr1227","VBIStrPne107296_1333","PATRIC.171101.6.NC_003098.CDS.1225020.1225868.rev","PATRIC","CDS",1225020,1225868,849,"-","FIG00341289","PLF_1301_00000732","PGF_07544077","NP_358820.1",282,"pheA","Prephenate dehydratase (EC 4.2.1.51)","GO:0004664|prephenate dehydratase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1334","spr1228","VBIStrPne107296_1334","PATRIC.171101.6.NC_003098.CDS.1225865.1226341.rev","PATRIC","CDS",1225865,1226341,477,"-","FIG00000256","PLF_1301_00001308","PGF_02838109","NP_358821.1",158,"aroK","Shikimate kinase I (EC 2.7.1.71)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1335","spr1229","VBIStrPne107296_1335","PATRIC.171101.6.NC_003098.CDS.1226334.1227617.rev","PATRIC","CDS",1226334,1227617,1284,"-","FIG00075970","PLF_1301_00000526","PGF_07844318","NP_358822.1",427,"aroA","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1336","spr1230","VBIStrPne107296_1336","PATRIC.171101.6.NC_003098.CDS.1227709.1228047.rev","PATRIC","CDS",1227709,1228047,339,"-","FIG01337005","PLF_1301_00001377","PGF_00194052","NP_358823.1",112,,"Transcriptional regulator",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1337","spr1231","VBIStrPne107296_1337","PATRIC.171101.6.NC_003098.CDS.1228058.1229161.rev","PATRIC","CDS",1228058,1229161,1104,"-","FIG00132787","PLF_1301_00000822","PGF_04871820","NP_358824.1",367,"tyrA","Prephenate dehydrogenase (EC 1.3.1.12)","GO:0008977|prephenate dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1338","spr1232","VBIStrPne107296_1338","PATRIC.171101.6.NC_003098.CDS.1229171.1230337.rev","PATRIC","CDS",1229171,1230337,1167,"-","FIG00000212","PLF_1301_00056541","PGF_00417840","NP_358825.1",388,"aroC","Chorismate synthase (EC 4.2.3.5)","GO:0004107|chorismate synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1339","spr1233","VBIStrPne107296_1339","PATRIC.171101.6.NC_003098.CDS.1230347.1231414.rev","PATRIC","CDS",1230347,1231414,1068,"-","FIG00000224","PLF_1301_00000561","PGF_00417658","NP_358826.1",355,"aroB","3-dehydroquinate synthase (EC 4.2.3.4)","GO:0003856|3-dehydroquinate synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1340","spr1234","VBIStrPne107296_1340","PATRIC.171101.6.NC_003098.CDS.1231433.1232287.rev","PATRIC","CDS",1231433,1232287,855,"-","FIG00040528","PLF_1301_00015785","PGF_00051550","NP_358827.1",284,"aroE","Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1341","spr1235","VBIStrPne107296_1341","PATRIC.171101.6.NC_003098.CDS.1232277.1232954.rev","PATRIC","CDS",1232277,1232954,678,"-","FIG00001170","PLF_1301_00013375","PGF_05922432","NP_358828.1",225,"aroD","3-dehydroquinate dehydratase I (EC 4.2.1.10)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1342","spr1236","VBIStrPne107296_1342","PATRIC.171101.6.NC_003098.CDS.1232951.1234114.rev","PATRIC","CDS",1232951,1234114,1164,"-","FIG00004612","PLF_1301_00000505","PGF_00043821","NP_358829.1",387,,"Putative ribosomal RNA large subunit methyltransferase YwbD",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1343","spr1237","VBIStrPne107296_1343","PATRIC.171101.6.NC_003098.CDS.1234801.1236435.rev","PATRIC","CDS",1234801,1236435,1635,"-","FIG00482249","PLF_1301_00001115","PGF_10407470","NP_358830.1",544,,"ABC transporter, permease protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1344","spr1238","VBIStrPne107296_1344","PATRIC.171101.6.NC_003098.CDS.1236416.1237165.rev","PATRIC","CDS",1236416,1237165,750,"-","FIG01956052","PLF_1301_00001109","PGF_10425579","NP_358831.1",249,"ABC-NBD","ABC transporter, ATP-binding protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1345","spr1239","VBIStrPne107296_1345","PATRIC.171101.6.NC_003098.CDS.1237343.1238797.fwd","PATRIC","CDS",1237343,1238797,1455,"+","FIG00002066","PLF_1301_00000812","PGF_01351685","NP_358832.1",484,"amy","Glucan 1,4-alpha-maltohexaosidase (EC 3.2.1.98)","GO:0033927|glucan 1,4-alpha-maltohexaosidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.134","spr0115","VBIStrPne107296_0134","PATRIC.171101.6.NC_003098.CDS.123810.124184.fwd","PATRIC","CDS",123810,124184,375,"+","FIG01115957","PLF_1301_00001528","PGF_03510691","NP_357709.1",124,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1346","spr1240","VBIStrPne107296_1346","PATRIC.171101.6.NC_003098.CDS.1238887.1241505.rev","PATRIC","CDS",1238887,1241505,2619,"-","FIG00000139","PLF_1301_00000213","PGF_07830674","NP_358833.1",872,"alaS","Alanyl-tRNA synthetase (EC 6.1.1.7)","GO:0004813|alanine-tRNA ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1347","spr1241","VBIStrPne107296_1347","PATRIC.171101.6.NC_003098.CDS.1241527.1242012.rev","PATRIC","CDS",1241527,1242012,486,"-","FIG01114351","PLF_1301_00001005","PGF_08225224","NP_358834.1",161,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1348","spr1243","VBIStrPne107296_1348","PATRIC.171101.6.NC_003098.CDS.1242787.1243857.rev","PATRIC","CDS",1242787,1243857,1071,"-","FIG00005022","PLF_1301_00000572","PGF_10327309","NP_358836.1",356,"potD","Spermidine/putrescine import ABC transporter substrate-binding protein PotD (TC 3.A.1.11.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1349","spr1244","VBIStrPne107296_1349","PATRIC.171101.6.NC_003098.CDS.1243854.1244627.rev","PATRIC","CDS",1243854,1244627,774,"-","FIG00003894","PLF_1301_00000297","PGF_05048110","NP_358837.1",257,"potC","Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.135","spr0117","VBIStrPne107296_0135","PATRIC.171101.6.NC_003098.CDS.124392.125294.fwd","PATRIC","CDS",124392,125294,903,"+","FIG01114532","PLF_1301_00001694","PGF_03510691","NP_357711.1",300,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1350","spr1245","VBIStrPne107296_1350","PATRIC.171101.6.NC_003098.CDS.1244624.1245430.rev","PATRIC","CDS",1244624,1245430,807,"-","FIG00004037","PLF_1301_00000335","PGF_00053700","NP_358838.1",268,"potB","Spermidine/putrescine import ABC transporter permease protein PotB (TC 3.A.1.11.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1351","spr1246","VBIStrPne107296_1351","PATRIC.171101.6.NC_003098.CDS.1245411.1246568.rev","PATRIC","CDS",1245411,1246568,1158,"-","FIG00007514","PLF_1301_00000296","PGF_08196377","NP_358839.1",385,"potA","Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1352","spr1247","VBIStrPne107296_1352","PATRIC.171101.6.NC_003098.CDS.1246627.1247577.rev","PATRIC","CDS",1246627,1247577,951,"-","FIG00000163","PLF_1301_00000202","PGF_00063974","NP_358840.1",316,"murB","UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1353","spr1248","VBIStrPne107296_1353","PATRIC.171101.6.NC_003098.CDS.1247689.1248441.rev","PATRIC","CDS",1247689,1248441,753,"-","FIG01114590","PLF_1301_00000513","PGF_08225224","NP_358841.1",250,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1354","spr1249","VBIStrPne107296_1354","PATRIC.171101.6.NC_003098.CDS.1248451.1249182.rev","PATRIC","CDS",1248451,1249182,732,"-","FIG00001396","PLF_1301_00000684","PGF_00876160","NP_358842.1",243,"aldB","Alpha-acetolactate decarboxylase (EC 4.1.1.5)","GO:0047605|acetolactate decarboxylase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1355",,"VBIStrPne107296_1355","PATRIC.171101.6.NC_003098.CDS.1249233.1249385.fwd","PATRIC","CDS",1249233,1249385,153,"+","FIG01116091","PLF_1301_00008758","PGF_03534184",,50,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1356","spr1250","VBIStrPne107296_1356","PATRIC.171101.6.NC_003098.CDS.1249324.1250595.fwd","PATRIC","CDS",1249324,1250595,1272,"+","FIG00008736","PLF_1301_00015236","PGF_09985786","NP_358843.1",423,,"Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)","GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity;GO:0004069|L-phenylalanine:2-oxoglutarate aminotransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1357","spr1251","VBIStrPne107296_1357","PATRIC.171101.6.NC_003098.CDS.1250615.1251430.rev","PATRIC","CDS",1250615,1251430,816,"-","FIG01326133","PLF_1301_00001346","PGF_05873585","NP_358844.1",271,"glnH","ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1358","spr1252","VBIStrPne107296_1358","PATRIC.171101.6.NC_003098.CDS.1251587.1252240.rev","PATRIC","CDS",1251587,1252240,654,"-","FIG00104848","PLF_1301_00001066","PGF_00984073","NP_358845.1",217,"phoU","Phosphate transport system regulatory protein PhoU",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1359","spr1253","VBIStrPne107296_1359","PATRIC.171101.6.NC_003098.CDS.1252252.1253010.rev","PATRIC","CDS",1252252,1253010,759,"-","FIG00011114","PLF_1301_00000376","PGF_06213055","NP_358846.1",252,"pstB","Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1360","spr1254","VBIStrPne107296_1360","PATRIC.171101.6.NC_003098.CDS.1253023.1253826.rev","PATRIC","CDS",1253023,1253826,804,"-","FIG00011114","PLF_1301_00000306","PGF_06213055","NP_358847.1",267,"pstB","Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.136","spr0118","VBIStrPne107296_0136","PATRIC.171101.6.NC_003098.CDS.125350.125703.fwd","PATRIC","CDS",125350,125703,354,"+","FIG01114963","PLF_1301_00000073","PGF_03510691","NP_357712.1",117,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1361","spr1255","VBIStrPne107296_1361","PATRIC.171101.6.NC_003098.CDS.1253837.1254721.rev","PATRIC","CDS",1253837,1254721,885,"-","FIG00083946","PLF_1301_00000365","PGF_01072302","NP_358848.1",294,"pstA","Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1362","spr1256","VBIStrPne107296_1362","PATRIC.171101.6.NC_003098.CDS.1254711.1255628.rev","PATRIC","CDS",1254711,1255628,918,"-","FIG00018561","PLF_1301_00000294","PGF_02405545","NP_358849.1",305,"pstC","Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1363","spr1257","VBIStrPne107296_1363","PATRIC.171101.6.NC_003098.CDS.1255628.1256506.rev","PATRIC","CDS",1255628,1256506,879,"-","FIG00010508","PLF_1301_00143532","PGF_07668761","NP_358850.1",292,"pstS","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.137","spr0119","VBIStrPne107296_0137","PATRIC.171101.6.NC_003098.CDS.125670.126428.fwd","PATRIC","CDS",125670,126428,759,"+","FIG01114514","PLF_1301_00000873","PGF_03510691","NP_357713.1",252,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1364",,"VBIStrPne107296_1364","PATRIC.171101.6.NC_003098.CDS.1256878.1256973.rev","PATRIC","CDS",1256878,1256973,96,"-","FIG00638284","PLF_1301_00002085","PGF_03497367",,31,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1365","spr1258","VBIStrPne107296_1365","PATRIC.171101.6.NC_003098.CDS.1257080.1257475.rev","PATRIC","CDS",1257080,1257475,396,"-","FIG01342492","PLF_1301_00006256","PGF_07117522","NP_358851.1",131,,"tRNA/rRNA cytosine-C5-methyltransferase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1366","spr1259","VBIStrPne107296_1366","PATRIC.171101.6.NC_003098.CDS.1257581.1258384.rev","PATRIC","CDS",1257581,1258384,804,"-","FIG01342492","PLF_1301_00006256","PGF_07117522","NP_358852.1",267,,"tRNA/rRNA cytosine-C5-methyltransferase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1367","spr1260","VBIStrPne107296_1367","PATRIC.171101.6.NC_003098.CDS.1258385.1259158.rev","PATRIC","CDS",1258385,1259158,774,"-","FIG00002332","PLF_1301_00001306","PGF_10300175","NP_358853.1",257,,"Inositol-1-monophosphatase (EC 3.1.3.25)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1368","spr1261","VBIStrPne107296_1368","PATRIC.171101.6.NC_003098.CDS.1259148.1259366.rev","PATRIC","CDS",1259148,1259366,219,"-","FIG00006438","PLF_1301_00001207","PGF_02011114","NP_358854.1",72,,"UPF0223 protein YktA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1369","spr1262","VBIStrPne107296_1369","PATRIC.171101.6.NC_003098.CDS.1259426.1259731.rev","PATRIC","CDS",1259426,1259731,306,"-","FIG00006652","PLF_1301_00000413","PGF_00058673","NP_358855.1",101,"spxA","Transcriptional regulator SpxA1",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1370","spr1263","VBIStrPne107296_1370","PATRIC.171101.6.NC_003098.CDS.1260037.1260654.rev","PATRIC","CDS",1260037,1260654,618,"-","FIG01307928","PLF_1301_00001163","PGF_10401875","NP_358856.1",205,,"Integral membrane protein",
